Data Year,SCHOOL_YEAR,CESA,COUNTY,DISTRICT_CODE,DISTRICT_NAME,COHORT,COHORT_COUNT,N_COMPLETED,N_NOTCOMPLETED,GROUP_COUNT,multiple_multiple_private,instate_2yr_public,outstate_2yr_public,instate_4yr_private,instate_multiple_public,outstate_4yr_public,outstate_multiple_private,instate_4yr_public,multiple_2yr_public,outstate_4yr_multiple,multiple_multiple_public,outstate_less2_private,outstate_2yr_private,multiple_4yr_public,outstate_2yr_multiple,outstate_multiple_public,instate_4yr_multiple,multiple_4yr_multiple,multiple_multiple_multiple,multiple_4yr_private,outstate_4yr_private,instate_multiple_multiple,multiple_2yr_multiple,outstate_multiple_multiple
2018,2017-18,1,Milwaukee,8001,Seeds of Health Inc,2018,126,122,4,93,,32,,10,8,2,,23,,,,,,,,,4,,,,,6,,
2017,2016-17,6,Fond du Lac,4872,Ripon Area,2017,151,143,8,78,,19,,4,6,1,,36,,,,,,,,,,,1,,,,,1
2017,2016-17,1,Waukesha,3822,Mukwonago,2017,396,376,20,284,,45,,13,21,28,,104,,2,5,,,6,,1,2,2,3,,16,9,,
2021,2020-21,7,Door,5642,Sturgeon Bay,2021,97,92,5,55,,11,,12,,6,,19,,,,,,,,,1,1,,1,2,,,
2017,2016-17,6,Winnebago,6608,Winneconne Community,2017,106,101,5,101,,19,,7,10,4,,41,,,1,,,3,,,2,1,1,,,1,,
2020,2019-20,11,Pierce,4459,Plum City,2020,17,16,1,13,,6,,,1,,,4,,,,,,,,,,,,,,,,
2020,2019-20,6,Waupaca,3276,Manawa,2020,53,48,5,29,,5,1,1,1,,,15,,,2,,,1,,,1,,,,,,,
2019,2018-19,1,Waukesha,714,Elmbrook,2019,630,610,20,584,,40,,57,25,76,,195,1,2,28,,,18,,6,7,12,7,2,51,12,,
2018,2017-18,7,Sheboygan,2842,Kohler,2018,57,57,,51,,3,,2,2,3,,16,,,4,,,1,,2,,3,,,6,4,,1
2021,2020-21,7,Sheboygan,2842,Kohler,2021,49,49,,46,,3,1,8,,9,,20,,,,,,,,,,,,,5,,,
2018,2017-18,5,Juneau,3360,Mauston,2018,130,121,9,80,,21,2,7,4,6,,22,,,2,,,1,,1,,,,,,1,,
2020,2019-20,2,Green,2737,Juda,2020,35,35,,12,,1,,,,,,11,,,,,,,,,,,,,,,,
2020,2019-20,9,Vilas,1526,Northland Pines,2020,110,108,2,69,,12,3,3,3,10,,28,,,1,,,,,,,,,,,,,
2021,2020-21,3,Iowa,3633,Mineral Point Unified,2021,57,57,,39,,4,4,4,3,3,,15,,,1,,,,,,1,,,,1,2,,
2019,2018-19,12,Price,1071,Chequamegon,2019,47,35,12,41,,16,,,,1,,15,,1,1,,,1,,1,,,,,,,,
2021,2020-21,2,Rock,3612,Milton,2021,291,280,11,158,,30,1,4,1,8,,100,,,,,,,,,1,,,,9,,,
2021,2020-21,5,Columbia,1736,Fall River,2021,28,27,1,12,,5,,,,,,2,,,,,,,,,2,,,,1,1,,
2020,2019-20,2,Green,700,Brodhead,2020,77,77,,37,,5,,4,1,2,,16,,,,,,,,,2,,,,,,,
2020,2019-20,11,Dunn,1645,Elk Mound Area,2020,78,76,2,62,,10,,1,4,8,,23,,,1,,,,,,1,,,,1,,,
2021,2020-21,11,Polk,1127,Clear Lake,2021,45,45,,27,,5,2,2,,5,,8,,,,,,,,,,,,,4,,,
2021,2020-21,12,Price,1071,Chequamegon,2021,66,62,4,42,,12,1,,,1,,24,,,,,,,,,,,1,,1,,,
2018,2017-18,11,Pierce,1666,Elmwood,2018,12,11,1,25,,10,,,2,,,7,,,,,,,,1,,1,,,,,,
2020,2019-20,12,Price,4347,Phillips,2020,57,55,2,28,,4,,1,3,,,18,,,,,,,,,,,,,,1,,
2017,2016-17,3,Sauk,5523,River Valley,2017,118,114,4,75,,18,1,6,8,,,21,1,1,,,,,,1,2,2,1,,,6,,
2017,2016-17,5,Wood,203,Auburndale,2017,49,47,2,45,,16,,2,5,,,15,,,1,,,,,,,,,,2,2,,
2020,2019-20,2,Dane,3332,Marshall,2020,82,70,12,39,,13,,6,2,2,,11,,,,,,,,,,,,,1,,,
2019,2018-19,1,Milwaukee,6300,West Allis-West Milwaukee,2019,691,597,94,385,,78,2,36,17,13,,109,2,1,10,,,,,1,6,4,5,3,10,12,,
2018,2017-18,2,Dane,5901,Verona Area,2018,401,380,21,269,,43,,7,24,21,,87,2,2,6,,,5,,1,1,3,8,,19,,,1
2020,2019-20,2,Green,3696,Monticello,2020,28,27,1,19,,4,1,2,,,,9,,,,,,,,,,,,,,,,
2017,2016-17,3,Grant,1246,Cuba City,2017,63,59,4,53,,13,4,1,1,4,,12,1,,2,,,2,,,1,,2,1,4,2,,
2017,2016-17,3,Iowa,2646,Iowa-Grant,2017,48,47,1,41,,12,,1,4,,,15,,,,,,3,,,,,1,,1,,,
2020,2019-20,2,Walworth,1540,East Troy Community,2020,144,139,5,91,,22,,9,5,9,,28,,,3,,,2,,1,1,1,,,2,1,,
2020,2019-20,11,Barron,1260,Cumberland,2020,64,59,5,44,,12,,,3,1,,18,1,,1,,,1,,,1,,,,2,1,,
2019,2018-19,10,Chippewa,5593,Stanley-Boyd Area,2019,81,77,4,49,,5,,,6,4,,23,1,,,,,1,,,,2,,,2,,,
2017,2016-17,3,Grant,609,Boscobel Area,2017,71,63,8,34,,12,1,,1,2,,10,,1,2,,,,,,,,,,,,,
2017,2016-17,10,Clark,7,Abbotsford,2017,42,42,,19,,5,,,1,4,,4,,,,,,1,,,,,1,,1,,,
2019,2018-19,7,Brown,182,Ashwaubenon,2019,245,232,13,188,,33,1,12,15,13,,63,,2,4,,,3,,1,3,2,3,1,5,2,,
2020,2019-20,2,Dane,3269,Madison Metropolitan,2020,1946,1655,291,1282,,368,12,55,36,150,,353,1,3,12,,,11,,7,9,12,6,1,136,7,,1
2019,2018-19,9,Taylor,4795,Rib Lake,2019,42,42,,28,,9,,1,2,1,,13,,,1,,,,,,,,,,,,,
2018,2017-18,2,Dane,6181,Waunakee Community,2018,320,313,7,250,,27,1,10,23,16,,105,1,,4,,,5,,2,6,6,3,,20,4,,1
2018,2017-18,11,Pepin,4270,Pepin Area,2018,8,8,,12,,1,1,,,1,,6,,,,,,,,,,,,,,,,1
2021,2020-21,2,Green,63,Albany,2021,25,24,1,9,,1,,1,,2,,4,,,,,,,,,,,,,1,,,
2019,2018-19,2,Rock,1134,Clinton Community,2019,89,87,2,54,,12,,5,9,3,,10,,,2,,,,,,,,,,4,2,,1
2018,2017-18,6,Dodge,336,Beaver Dam Unified,2018,274,238,36,170,,28,2,7,17,5,,68,,,4,,,1,,2,2,,5,,1,4,,
2017,2016-17,6,Waupaca,3955,New London,2017,195,189,6,104,,36,,3,8,2,,29,1,,,,,,,1,,,,,2,4,,
2018,2017-18,7,Manitowoc,5866,Valders Area,2018,88,84,4,61,,13,,1,11,2,,14,,,1,,,1,,,,,,,2,3,,
2020,2019-20,11,Barron,4557,Prairie Farm Public,2020,16,16,,16,,5,,,1,,,7,,,1,,,,,,,,,,1,,,
2018,2017-18,3,Iowa,1428,Dodgeville,2018,103,100,3,61,,14,,3,1,5,,21,1,,2,,,1,,,,,1,,4,1,,
2021,2020-21,8,Shawano,602,Bonduel,2021,68,63,5,38,,16,,3,1,4,,14,,,,,,,,,,,,,,,,
2020,2019-20,7,Sheboygan,4137,Oostburg,2020,73,71,2,61,,13,,5,1,,,28,,,1,,,,,,,1,,,7,1,,1
2021,2020-21,3,Grant,1246,Cuba City,2021,53,50,3,40,,14,,3,,1,,15,,,,,,,,,,1,1,,5,,,
2018,2017-18,5,Waushara,6237,Wautoma Area,2018,101,90,11,46,,13,,5,3,,,13,,,2,,,,,,2,1,1,,1,1,,
2017,2016-17,7,Manitowoc,2828,Kiel Area,2017,110,105,5,76,,15,1,4,8,3,,34,,,,,,,,,,,,,,1,,
2018,2017-18,11,Polk,1127,Clear Lake,2018,58,56,2,25,,7,1,1,5,,,2,,,1,,,,,1,,1,,,1,,,
2018,2017-18,2,Dane,1309,Deerfield Community,2018,40,39,1,47,,13,,4,4,3,,13,1,1,1,,,,,,,,1,,1,,,
2017,2016-17,8,Marinette,3969,Niagara,2017,36,36,,23,,8,3,1,1,,,6,,,1,,,,,,,,1,,1,,,
2017,2016-17,6,Washington,2800,Kewaskum,2017,148,143,5,95,,30,,16,8,2,,16,,,1,,,1,,,1,,1,,,5,,
2020,2019-20,7,Brown,4613,Pulaski Community,2020,271,266,5,189,,55,1,15,9,15,,67,,,3,,,2,,,2,1,,,1,3,,
2018,2017-18,6,Outagamie,2758,Kaukauna Area,2018,291,276,15,206,,43,,17,17,7,,58,,,12,,,2,,1,6,,1,,6,7,1,2
2018,2017-18,1,Milwaukee,8106,Milwaukee Academy of Science,2018,41,39,2,18,,5,1,1,1,,,,,1,,,,,,1,,2,,,4,,,
2019,2018-19,1,Milwaukee,8001,Seeds of Health Inc,2019,120,118,2,87,,27,,20,3,,,18,,,,,,,,,1,,3,,,4,,
2017,2016-17,12,Sawyer,2478,Hayward Community,2017,128,113,15,71,,20,,1,4,10,,11,2,1,5,,,1,,1,,,2,,3,,,1
2017,2016-17,1,Ozaukee,2217,Grafton,2017,201,199,2,157,,24,1,13,14,10,,55,,1,3,,,2,,1,2,4,,1,5,8,,
2017,2016-17,12,Iron,2618,Hurley,2017,38,37,1,42,,2,16,,2,2,,8,1,,2,,,1,,5,,,,,,,,
2020,2019-20,11,Barron,308,Barron Area,2020,102,95,7,47,,9,1,2,4,3,,13,,,1,,,6,,,,1,,,,,,
2019,2018-19,5,Sauk,6678,Wisconsin Dells,2019,95,76,19,61,,13,,2,5,3,,24,,1,4,,,2,,,,,,,1,1,,
2018,2017-18,11,Washburn,5474,Spooner Area,2018,83,73,10,52,,10,1,,5,5,,10,2,1,1,,,,,1,,1,2,,4,,,1
2018,2017-18,2,Dane,3381,McFarland,2018,456,344,112,239,,55,1,9,16,12,,58,4,,7,,,1,,2,4,1,3,,9,13,,1
2020,2019-20,8,Florence,1855,Florence County,2020,28,27,1,22,,5,,,,2,,7,,,1,,,,,,,,,,,3,,
2017,2016-17,7,Calumet,3941,New Holstein,2017,75,70,5,68,,11,,6,7,2,,29,,1,1,,,,,,,,1,,,1,,
2017,2016-17,7,Sheboygan,2605,Howards Grove,2017,71,70,1,52,,10,,4,4,,,19,,,,,,,,,1,,,,1,4,,
2021,2020-21,2,Rock,413,Beloit,2021,502,398,104,148,,28,6,20,3,20,,44,,,,,1,1,,1,1,1,1,2,11,1,,
2017,2016-17,2,Green,3696,Monticello,2017,25,25,,17,,6,,1,,1,,6,,,1,,,,,,,,,,,1,,
2017,2016-17,8,Marinette,4305,Peshtigo,2017,89,83,6,61,,19,,1,5,1,,24,,,,,,2,,1,,,,,,1,,
2019,2018-19,5,Columbia,4536,Poynette,2019,75,71,4,53,,12,,1,3,2,,23,1,,3,,,,,,,,,,,1,,1
2020,2019-20,10,Eau Claire,217,Augusta,2020,45,43,2,29,,11,,,2,1,,9,,,,,,,,,,,,,,,,
2018,2017-18,1,Milwaukee,5026,Saint Francis,2018,144,132,12,77,,26,,7,3,2,,16,,,2,,,,,,3,,1,,,3,,
2021,2020-21,2,Green,3682,Monroe,2021,164,151,13,98,,23,3,11,,9,,46,,,,,,,,1,,,,,2,,,
2020,2019-20,7,Kewaunee,3220,Luxemburg-Casco,2020,146,137,9,115,,37,,11,4,3,,45,,,,,,1,,1,1,,,,1,2,,
2019,2018-19,11,Saint Croix,2611,Hudson,2019,439,421,18,342,,24,12,,13,85,,96,1,2,13,3,1,9,,9,,8,4,,24,,,7
2021,2020-21,8,Langlade,6440,White Lake,2021,10,9,1,7,,4,,,,,,3,,,,,,,,,,,,,,,,
2019,2018-19,1,Waukesha,2420,Hamilton,2019,389,383,6,280,,27,,26,15,19,,95,,,19,,,14,,2,3,6,4,,13,13,,1
2018,2017-18,3,Lafayette,5362,Shullsburg,2018,16,15,1,22,,6,1,1,,,,11,,,,,,1,,,,,,,1,,,
2020,2019-20,5,Marquette,3689,Montello,2020,71,68,3,21,,6,,2,,2,,4,,,,,,1,,,,,1,,1,,,
2017,2016-17,1,Milwaukee,4018,Oak Creek-Franklin Joint,2017,538,515,23,382,,68,3,37,22,16,,137,1,,4,,,6,,3,7,2,4,,19,5,,1
2020,2019-20,5,Sauk,4753,Reedsburg,2020,249,229,20,113,,20,,3,1,18,,46,,1,1,,,7,,,,1,,,3,,,
2019,2018-19,8,Shawano,602,Bonduel,2019,66,61,5,54,,17,,5,2,2,,14,,,1,,,,,,2,,1,,,4,,
2018,2017-18,9,Taylor,4795,Rib Lake,2018,52,48,4,13,,8,,,,1,,1,,,,,,,,,,,,,,,,
2020,2019-20,7,Outagamie,5138,Seymour Community,2020,172,162,10,94,,20,,8,3,7,,34,1,,2,,,2,,,,2,,,6,2,,
2017,2016-17,1,Waukesha,714,Elmbrook,2017,582,571,11,561,,51,5,37,31,64,1,220,3,,9,,,9,,4,10,11,6,7,51,12,,2
2018,2017-18,9,Oneida,3647,Lakeland UHS,2018,167,153,14,118,,23,6,6,17,10,,23,,,1,,,4,,2,,1,5,,2,3,,
2021,2020-21,2,Rock,2695,Janesville,2021,854,772,82,365,,74,2,27,2,35,,177,,1,,,,,,,1,,,2,23,,,
2020,2019-20,4,Monroe,5460,Sparta Area,2020,184,180,4,101,,27,3,1,4,15,,26,1,,2,,,1,,1,,,1,1,1,1,,
2018,2017-18,7,Sheboygan,1631,Elkhart Lake-Glenbeulah,2018,30,30,,33,,6,,4,4,1,,12,,1,,,,,,,1,,,,1,,,
2018,2017-18,2,Walworth,1540,East Troy Community,2018,135,129,6,103,,24,1,5,10,6,,36,,,,,,2,,,1,,3,1,3,2,,
2017,2016-17,11,Barron,308,Barron Area,2017,119,105,14,51,,14,,2,4,3,,10,1,,3,,,1,,,,1,,,2,,,
2017,2016-17,1,Ozaukee,1015,Cedarburg,2017,283,281,2,257,,24,2,16,15,29,,92,,,1,,,5,,1,6,5,5,1,28,4,,2
2019,2018-19,10,Rusk,735,Bruce,2019,31,28,3,18,,2,,,1,1,,3,1,,3,,,1,,,,,3,,,,,
2017,2016-17,3,Lafayette,364,Belmont Community,2017,26,25,1,16,,6,,,1,,,6,,,1,,,,,,,,1,,1,,,
2017,2016-17,11,Saint Croix,2611,Hudson,2017,459,433,26,359,,16,24,4,19,78,,112,2,6,4,,,11,,8,1,6,5,,36,1,,6
2018,2017-18,2,Walworth,6013,Big Foot UHS,2018,128,118,10,74,,12,1,2,11,5,,23,,,2,,,,,1,,,5,,1,1,,
2018,2017-18,10,Clark,3206,Loyal,2018,43,42,1,22,,7,,,4,,,7,,,1,,,,,,,,1,,1,,,
2021,2020-21,6,Green Lake,3325,Markesan,2021,64,57,7,35,,4,,4,,3,,23,,,,,,1,,,,,,,,,,
2021,2020-21,3,Grant,1813,Fennimore Community,2021,53,53,,48,,24,,,2,3,,16,1,,,,,,,,,,,,2,,,
2021,2020-21,5,Marquette,6335,Westfield,2021,60,53,7,19,,3,,,,,,16,,,,,,,,,,,,,,,,
2021,2020-21,1,Milwaukee,8127,Dr Howard Fuller Collegiate Academy,2021,121,57,64,21,,11,,3,1,2,,2,,,,,,,,,,,,,,,,
2020,2019-20,6,Dodge,3171,Lomira,2020,84,82,2,51,,12,1,6,1,6,,19,,,,,,,,,,2,,,,,,
2018,2017-18,8,Marinette,4305,Peshtigo,2018,98,92,6,64,,14,1,1,9,3,,17,,,,,,1,,,3,,,,1,,,1
2017,2016-17,8,Shawano,5264,Shawano,2017,196,175,21,106,,23,,7,12,5,,26,1,,1,,,,,,3,,1,,1,3,,
2020,2019-20,8,Marinette,1169,Coleman,2020,57,57,,33,,11,,3,2,2,,7,,,1,,,,,,,,,,3,,,
2021,2020-21,2,Green,2737,Juda,2021,17,17,,18,,2,,4,,1,,10,,,,,,,,,,,,,,1,,
2017,2016-17,2,Dane,4144,Oregon,2017,252,245,7,225,,45,,9,16,15,,80,1,,4,,,7,,2,2,2,1,1,12,8,,
2021,2020-21,9,Marathon,3787,Mosinee,2021,163,158,5,105,,37,1,4,2,9,,45,,,2,,,,,,,,,,1,,,
2020,2019-20,4,La Crosse,245,Bangor,2020,41,40,1,34,,9,2,1,2,2,,9,1,,,,,,,,,1,,,4,,,
2019,2018-19,9,Marathon,5628,Stratford,2019,68,65,3,59,,17,,2,8,1,,26,,,,,,,,,,,,,1,,,
2021,2020-21,2,Jefferson,2702,Jefferson,2021,153,139,14,58,,25,,9,2,1,,13,1,,1,,,,,,,,,,3,1,,
2019,2018-19,12,Iron,2618,Hurley,2019,42,41,1,31,,4,9,,2,4,,3,1,,3,,,,,,,,,,,1,,1
2017,2016-17,5,Wood,6685,Wisconsin Rapids,2017,390,361,29,288,,91,,5,27,8,,96,,,1,,,2,,,,1,1,,10,5,,2
2019,2018-19,10,Eau Claire,1729,Fall Creek,2019,77,72,5,51,,14,,1,8,7,,11,1,1,2,,,,,,,,,,1,1,,
2020,2019-20,4,Monroe,3990,Norwalk-Ontario-Wilton,2020,46,41,5,21,,12,1,1,1,,,4,,,,,,,,,,,1,,,,,
2018,2017-18,6,Fond du Lac,3983,North Fond du Lac,2018,109,97,12,59,,11,,7,3,,,21,,,2,,,,,,,,1,,3,2,,
2018,2017-18,1,Milwaukee,6244,Wauwatosa,2018,609,543,66,423,,33,2,33,26,35,,155,4,2,7,,,7,,2,7,16,2,2,43,7,,
2021,2020-21,2,Dane,6181,Waunakee Community,2021,340,331,9,226,,45,2,6,2,39,,100,,,1,,,1,,,,,,,22,2,,
2019,2018-19,1,Washington,2058,Germantown,2019,335,325,10,278,,35,,28,7,25,,113,,1,19,,,3,,2,2,1,1,1,15,4,,1
2021,2020-21,2,Dane,1309,Deerfield Community,2021,59,57,2,26,,5,,10,,,,10,,,,,,,,,,,,,1,,,
2018,2017-18,5,Sauk,4753,Reedsburg,2018,220,206,14,111,,17,1,3,10,8,,34,,,6,,,,,1,1,,2,1,8,6,,1
2021,2020-21,1,Waukesha,4060,Oconomowoc Area,2021,435,423,12,199,,31,1,18,3,33,,87,,,3,,,2,,,,1,1,,9,2,,
2018,2017-18,11,Burnett,5376,Siren,2018,32,31,1,19,,7,,1,,,,7,,,,,,,,,,,,,1,,,
2020,2019-20,7,Sheboygan,1029,Cedar Grove-Belgium Area,2020,67,66,1,60,,10,,9,1,3,,23,,,,,,,,,3,1,,,2,2,,
2018,2017-18,11,Saint Croix,5432,Somerset,2018,130,124,6,88,,8,6,,5,7,,28,1,,6,,,4,,2,1,1,4,,6,,,1
2017,2016-17,1,Milwaukee,2177,Nicolet UHS,2017,245,234,11,229,,21,1,10,11,30,,78,,2,4,,,4,,,6,4,1,4,26,5,,
2018,2017-18,9,Vilas,1526,Northland Pines,2018,104,99,5,62,,10,,3,4,3,,20,1,,1,,,,,,1,,2,,5,1,,
2018,2017-18,11,Polk,5019,Saint Croix Falls,2018,75,72,3,46,,9,3,,4,4,,5,3,,3,,,2,,3,,1,,,4,,,
2020,2019-20,10,Clark,4207,Owen-Withee,2020,39,37,2,18,,8,,1,2,1,,4,,,,,,,,,,,,,,,,
2019,2018-19,6,Waupaca,3276,Manawa,2019,60,58,2,38,,8,,5,1,1,,8,1,,1,,,,,,1,,2,,1,1,,
2021,2020-21,10,Rusk,5757,Flambeau,2021,36,35,1,17,,6,2,,1,1,,5,,,,,,,,,,,,,1,1,,
2021,2020-21,2,Walworth,6482,Williams Bay,2021,59,56,3,29,,3,1,4,,4,,11,,,,,,,,1,,,,,4,,,
2018,2017-18,2,Dane,5656,Sun Prairie Area,2018,584,546,38,434,,98,4,22,43,29,,136,4,,9,,,6,,2,6,3,5,,15,8,,5
2020,2019-20,10,Trempealeau,4186,Osseo-Fairchild,2020,79,78,1,38,,8,,,2,5,,17,,,,,,1,,,,,,,1,,,
2018,2017-18,8,Marinette,1169,Coleman,2018,44,44,,43,,17,,3,4,2,,6,,,1,,,1,,,1,,1,,,1,,
2019,2018-19,2,Green,63,Albany,2019,25,23,2,19,,7,,,3,,,7,,,,,,,,,,,1,,,1,,
2017,2016-17,5,Columbia,4228,Pardeeville Area,2017,66,61,5,36,,13,,3,4,,,9,,,,,,,,,,,,,1,1,,
2020,2019-20,12,Iron,2618,Hurley,2020,45,45,,32,,2,13,1,,,,10,1,,,,,,,1,,,,,1,1,,1
2019,2018-19,3,Grant,4389,Platteville,2019,107,105,2,72,,9,,,9,4,,29,,,,,,1,,,1,1,,,10,,,1
2021,2020-21,6,Dodge,2744,Dodgeland,2021,55,51,4,26,,10,,3,,2,,7,,,,,,1,,,,,,,2,1,,
2020,2019-20,1,Milwaukee,4018,Oak Creek-Franklin Joint,2020,500,478,22,369,,74,7,33,20,18,,160,,,5,,,3,,,6,4,2,,8,4,,
2018,2017-18,6,Green Lake,3325,Markesan,2018,54,54,,38,,8,,5,4,3,,12,,,,,,,,,1,,,,1,1,,
2020,2019-20,2,Walworth,1380,Delavan-Darien,2020,155,150,5,86,,20,,8,2,6,,34,,,1,,,,,,1,1,,,6,1,,1
2020,2019-20,1,Waukesha,6174,Waukesha,2020,1093,976,117,654,,90,6,68,18,84,,218,2,3,6,,,23,,2,7,12,4,2,29,6,,2
2019,2018-19,1,Waukesha,3822,Mukwonago,2019,405,395,10,318,,61,3,22,15,24,,113,,1,19,,,4,,,5,3,5,,13,6,,
2021,2020-21,10,Rusk,735,Bruce,2021,37,35,2,15,,4,,1,1,2,,4,,,,,,1,,,,,,,,,,
2017,2016-17,6,Fond du Lac,910,Campbellsport,2017,97,93,4,66,,23,,8,12,,,13,,,,,,,,,,,,,3,2,,
2018,2017-18,4,Trempealeau,154,Arcadia,2018,93,83,10,51,,8,1,3,,5,,9,4,1,1,,,1,,,,2,3,,1,1,,
2019,2018-19,4,Buffalo,1155,Cochrane-Fountain City,2019,58,56,2,47,,8,7,2,2,3,,5,1,,3,,,1,,2,,1,,,7,1,,
2021,2020-21,7,Manitowoc,3661,Mishicot,2021,51,47,4,18,,10,,2,,1,,5,,,,,,,,,,,,,,,,
2017,2016-17,6,Outagamie,3129,Little Chute Area,2017,117,101,16,63,,19,,6,9,2,,15,,,,,,1,,,,,,1,,1,,
2021,2020-21,5,Wood,4368,Pittsville,2021,43,42,1,22,,12,,,2,,,5,,,,,,,,,,,1,,,,,
2021,2020-21,7,Kewaunee,70,Algoma,2021,40,38,2,30,,4,3,4,2,1,,15,,,,,,,,,,,,,,,,
2020,2019-20,1,Washington,2058,Germantown,2020,325,311,14,275,,19,1,30,5,46,,121,,1,2,,,4,,3,5,5,1,1,12,2,,1
2018,2017-18,3,Grant,609,Boscobel Area,2018,54,49,5,40,,18,,,1,2,,10,,,,,,1,,,,,1,,3,1,,
2020,2019-20,5,Waushara,6475,Wild Rose,2020,53,52,1,19,,3,,1,,2,,8,,,1,,,,,,,,1,,,,,
2021,2020-21,12,Price,4347,Phillips,2021,64,57,7,27,,14,,,,1,,10,,,,,,,,1,,,,,1,,,
2018,2017-18,1,Washington,2058,Germantown,2018,334,322,12,296,,31,2,21,25,33,1,102,,2,11,,,5,,7,7,2,7,1,16,3,,2
2020,2019-20,3,Grant,4529,Potosi,2020,27,27,,30,,7,3,,3,2,,12,,,,,,,,,1,,,,1,,,
2020,2019-20,1,Waukesha,714,Elmbrook,2020,614,600,14,530,,30,3,49,9,85,,223,,1,5,,,11,,1,8,6,3,3,53,5,,2
2018,2017-18,2,Kenosha,5054,Central/Westosha UHS,2018,271,251,20,211,,25,3,15,14,16,,71,4,2,5,,,2,,3,1,2,6,,10,3,,1
2019,2018-19,4,Juneau,6713,Wonewoc-Union Center,2019,29,29,,8,,5,,,,,,1,,,,,,,,,,,,,,,,
2021,2020-21,10,Buffalo,2142,Gilmanton,2021,17,17,,10,,3,,,,,,7,,,,,,,,,,,,,,,,
2021,2020-21,11,Saint Croix,5432,Somerset,2021,123,120,3,50,,13,5,1,,4,,18,,,1,,,,,,,,,,7,,,
2018,2017-18,1,Milwaukee,2296,Greendale,2018,235,228,7,179,,25,,16,10,10,,74,,1,7,,,1,,2,4,7,1,1,3,4,1,1
2020,2019-20,10,Chippewa,3920,New Auburn,2020,19,19,,11,,4,,,1,,,3,,,,,,,,,,,,,,,,
2017,2016-17,7,Sheboygan,4137,Oostburg,2017,89,89,,58,,12,1,6,9,1,,14,,,1,,,,,,1,,1,,4,3,,
2019,2018-19,2,Dane,3675,Monona Grove,2019,266,256,10,207,,45,,12,14,12,,77,2,1,6,,,1,,1,2,2,1,,10,4,,
2017,2016-17,2,Jefferson,2702,Jefferson,2017,162,150,12,99,,23,,7,5,5,,35,,,1,,,1,,,1,1,,,2,1,,
2019,2018-19,9,Marathon,3787,Mosinee,2019,174,161,13,85,,25,,2,12,4,,24,,,2,,,1,,,,,,,,1,,
2021,2020-21,7,Sheboygan,5278,Sheboygan Falls,2021,107,101,6,62,,13,,10,2,8,,25,,,,,,,,,,,,,2,2,,
2018,2017-18,1,Waukesha,2420,Hamilton,2018,370,357,13,286,,36,,16,20,21,,104,2,1,12,,,3,,5,2,8,2,,17,13,,
2017,2016-17,7,Brown,2604,Howard-Suamico,2017,494,460,34,328,,68,,16,31,26,,108,1,1,9,,,2,,3,6,4,,,9,14,,1
2019,2018-19,10,Eau Claire,217,Augusta,2019,49,44,5,24,,8,,,2,2,,5,,,1,,,,,,,,,,,,,
2021,2020-21,11,Barron,1080,Chetek-Weyerhaeuser Area,2021,74,71,3,30,,6,1,1,,1,,18,,,,,,1,,,,,,,,1,,
2021,2020-21,11,Pierce,4893,River Falls,2021,253,246,7,163,,10,7,2,2,44,,64,,,,,,3,,,,2,,,22,2,,
2021,2020-21,4,Trempealeau,154,Arcadia,2021,90,84,6,40,,14,3,4,,5,,6,1,,,,,,,,1,1,,,1,3,,
2019,2018-19,2,Rock,4151,Parkview,2019,72,70,2,31,,5,,2,2,1,,9,,,,,,,,,,1,,,2,1,,
2021,2020-21,8,Marinette,3969,Niagara,2021,32,30,2,20,,2,1,4,,1,,11,,,,,,,,,,,,,,,,
2018,2017-18,3,Grant,994,Cassville,2018,16,16,,9,,4,,,2,,,3,,,,,,,,,,,,,,,,
2020,2019-20,3,Grant,1813,Fennimore Community,2020,70,69,1,51,,19,2,1,1,2,,14,1,,1,,,,,,1,,1,,3,2,,
2021,2020-21,1,Milwaukee,1900,Franklin Public,2021,424,385,39,255,,36,4,20,1,29,,143,,,1,,,1,,,,,,,14,,,
2018,2017-18,9,Langlade,1582,Elcho,2018,24,1,23,15,,3,,,5,,,2,,,1,,,,,,,,,,,1,,
2018,2017-18,12,Bayfield,1491,Drummond Area,2018,22,21,1,24,,7,1,1,1,1,,6,,1,,,,,,,,,,,,,,
2017,2016-17,10,Chippewa,5593,Stanley-Boyd Area,2017,89,85,4,40,,14,,2,5,2,,11,,,1,,,,,1,,1,,,1,,,
2020,2019-20,1,Milwaukee,8001,Seeds of Health Inc,2020,96,93,3,78,,23,,28,,,,9,,,1,,,1,,,1,1,2,,1,2,,
2021,2020-21,4,Juneau,1673,Royall,2021,40,38,2,16,,10,,,,,,6,,,,,,,,,,,,,,,,
2017,2016-17,8,Marinette,6230,Wausaukee,2017,36,36,,30,,11,,,3,4,,5,,,,,,,,,1,,,,,,,
2021,2020-21,10,Taylor,3409,Medford Area Public,2021,166,158,8,104,,43,2,6,4,6,,33,,,,,,,,,1,1,,,1,,,
2021,2020-21,9,Marathon,4970,D C Everest Area,2021,464,441,23,248,,57,1,8,7,19,,142,,,2,,,,,,1,,,,4,1,,
2017,2016-17,11,Barron,5810,Turtle Lake,2017,31,26,5,22,,5,1,,2,1,,9,,,1,,,,,,,,,,,,,
2017,2016-17,11,Polk,119,Amery,2017,113,103,10,74,,15,1,2,5,6,,25,2,,,,,2,,,,,1,,5,1,,
