Data Year,SCHOOL_YEAR,CESA,COUNTY,DISTRICT_CODE,DISTRICT_NAME,COHORT,COHORT_COUNT,N_COMPLETED,N_NOTCOMPLETED,GROUP_COUNT,multiple_multiple_private,instate_2yr_public,outstate_2yr_public,instate_4yr_private,instate_multiple_public,outstate_4yr_public,outstate_multiple_private,instate_4yr_public,multiple_2yr_public,outstate_4yr_multiple,multiple_multiple_public,outstate_less2_private,outstate_2yr_private,multiple_4yr_public,outstate_2yr_multiple,outstate_multiple_public,instate_4yr_multiple,multiple_4yr_multiple,multiple_multiple_multiple,multiple_4yr_private,outstate_4yr_private,instate_multiple_multiple,multiple_2yr_multiple,outstate_multiple_multiple
2021,2020-21,9,Langlade,1582,Elcho,2021,21,19,2,12,,5,1,1,,,,5,,,,,,,,,,,,,,,,
2017,2016-17,7,Brown,2289,Green Bay Area Public,2017,1441,1210,231,805,,264,4,43,59,37,,186,1,1,11,,,6,1,5,13,4,3,1,23,9,,
2017,2016-17,6,Outagamie,1953,Freedom Area,2017,122,115,7,113,,30,,11,9,1,,32,,,,,,4,,,5,1,1,,2,,,
2018,2017-18,5,Sauk,280,Baraboo,2018,255,231,24,120,,22,1,4,11,9,,35,,2,3,,,5,,2,1,3,1,,2,2,,
2021,2020-21,3,Crawford,5124,Seneca Area,2021,18,17,1,14,,8,,,1,1,,4,,,,,,,,,,,,,,,,
2019,2018-19,12,Ashland,3427,Mellen,2019,16,14,2,15,,7,2,2,,1,,3,,,,,,,,,,,,,,,,
2021,2020-21,7,Brown,4613,Pulaski Community,2021,266,255,11,181,,43,1,9,4,17,,88,,,2,,,,,,,,,1,5,3,,
2018,2017-18,1,Milwaukee,5355,Shorewood,2018,172,166,6,146,,16,1,8,6,11,,46,,4,1,,,3,,1,,4,,3,25,4,,
2019,2018-19,11,Barron,1260,Cumberland,2019,69,66,3,58,,10,2,2,7,,,19,,,10,,,1,,,,,,,1,1,,
2019,2018-19,2,Racine,777,Burlington Area,2019,276,255,21,145,,12,1,14,12,7,,57,,,,,,2,,2,1,1,,,6,3,,
2020,2019-20,6,Outagamie,3129,Little Chute Area,2020,117,108,9,66,,6,1,6,2,5,,32,,1,,,,3,,,2,,,,1,2,,
2018,2017-18,6,Dodge,3367,Mayville,2018,97,91,6,63,,10,,7,3,1,,24,1,1,4,,,,,,,,1,,,3,,
2019,2018-19,9,Oneida,5733,Three Lakes,2019,38,36,2,25,,6,1,1,4,2,,4,,,2,,,1,,,,,,,2,,,
2020,2019-20,7,Manitowoc,2828,Kiel Area,2020,112,111,1,70,,18,,7,2,5,,31,,,,,,,,,,1,,,,1,,
2017,2016-17,6,Dodge,2576,Horicon,2017,58,53,5,41,,18,,5,2,3,,5,,,,,,,,,,,1,,1,2,,
2017,2016-17,11,Polk,1939,Frederic,2017,40,36,4,23,,5,1,1,,1,,9,,,1,,,1,,,,,1,,,,,
2020,2019-20,4,Trempealeau,2009,Galesville-Ettrick-Trempealeau,2020,103,97,6,69,,17,1,1,3,10,,22,,,1,,,,,1,,,1,,6,3,,
2019,2018-19,8,Forest,5992,Wabeno Area,2019,32,30,2,14,,5,,1,2,,,2,,,,,,,,,1,,,,,,,
2019,2018-19,6,Green Lake,434,Berlin Area,2019,152,136,16,66,,19,,3,4,1,,24,,,,,,2,,2,1,1,,,,2,,2
2017,2016-17,2,Rock,422,Beloit Turner,2017,122,113,9,80,,20,,7,7,2,,21,,,1,,,1,,,,1,,,4,,,
2020,2019-20,3,Iowa,3633,Mineral Point Unified,2020,45,45,,39,,10,1,4,1,1,,17,,,,,,,,,,,1,,4,,,
2021,2020-21,6,Green Lake,434,Berlin Area,2021,130,118,12,58,,17,,8,,3,,25,,,,,,1,,,1,,,,,,,
2018,2017-18,11,Burnett,6293,Webster,2018,53,46,7,22,,3,1,,2,1,,6,,,1,,,,,,1,1,,,1,,,
2018,2017-18,8,Shawano,5740,Tigerton,2018,17,16,1,15,,6,,,,,,6,,,,,,,,,,,,,,1,,
2021,2020-21,1,Milwaukee,2296,Greendale,2021,216,184,32,150,,17,,26,1,11,,78,,,,,,1,,,,,2,,8,1,,
2020,2019-20,11,Washburn,5306,Shell Lake,2020,42,41,1,37,,6,,,,4,,12,1,,1,,,4,,,,,1,,6,,,
2018,2017-18,8,Shawano,623,Bowler,2018,23,19,4,8,,3,,,3,,,,,,,,,,,,,,,,,2,,
2020,2019-20,3,Grant,1246,Cuba City,2020,57,55,2,50,,10,6,1,3,,,19,,,,,,2,,,,2,,1,1,,,1
2018,2017-18,7,Manitowoc,3661,Mishicot,2018,66,66,,39,,20,,1,4,2,,7,,,,,,,,,2,,,,,1,,
2021,2020-21,7,Calumet,3941,New Holstein,2021,87,83,4,51,,6,1,6,,7,,27,,,,,,,,,,,,,3,,,
2018,2017-18,5,Sauk,6678,Wisconsin Dells,2018,99,86,13,65,,17,,4,4,4,,15,1,,6,,,,,1,1,,1,,1,1,,
2020,2019-20,11,Pepin,4270,Pepin Area,2020,14,14,,11,,1,2,,,,,7,,,,,,,,,,,,,1,,,
2021,2020-21,6,Outagamie,5348,Shiocton,2021,49,49,,22,,8,1,1,1,2,,9,,,,,,,,,,,,,,,,
2018,2017-18,4,La Crosse,4095,Onalaska,2018,221,214,7,171,,36,1,4,8,23,,44,,3,10,,,5,,3,2,2,2,,9,3,,
2021,2020-21,6,Washington,5390,Slinger,2021,258,256,2,157,,10,3,24,,42,,59,,,1,,,4,,,1,1,1,,8,1,,
2017,2016-17,1,Milwaukee,5026,Saint Francis,2017,127,117,10,87,,35,,7,3,3,,21,1,,1,,,,,2,2,,,,1,1,1,
2019,2018-19,3,Grant,1813,Fennimore Community,2019,61,60,1,48,,13,,1,4,2,,9,3,,2,,,,,,1,2,2,,4,1,,
2019,2018-19,7,Brown,2604,Howard-Suamico,2019,443,415,28,357,,74,5,9,31,30,,120,3,,5,,,7,,3,6,4,3,1,11,8,,
2021,2020-21,6,Outagamie,3129,Little Chute Area,2021,122,110,12,50,,14,,3,2,,,23,,,,,,,,,1,,,,3,,,
2019,2018-19,11,Polk,119,Amery,2019,121,117,4,73,,12,2,2,4,11,,19,,,6,,,,,1,,,,,8,,,1
2017,2016-17,8,Florence,1855,Florence County,2017,32,30,2,19,,5,,,2,3,,2,,,2,,,,,,,,,,,2,,
2017,2016-17,7,Manitowoc,5824,Two Rivers Public,2017,134,121,13,53,,18,,1,4,2,,14,1,,,,,1,,,2,,,,2,2,,
2021,2020-21,8,Marinette,4263,Beecher-Dunbar-Pembine,2021,12,12,,9,,2,1,,,,,6,,,,,,,,,,,,,,,,
2019,2018-19,2,Racine,5852,Union Grove UHS,2019,252,251,1,167,,23,,14,18,10,,73,,,3,,,1,,,4,,2,2,4,1,,
2017,2016-17,3,Iowa,287,Barneveld,2017,28,28,,26,,6,,1,2,1,,16,,,,,,,,,,,,,,,,
2020,2019-20,6,Fond du Lac,6216,Waupun,2020,144,138,6,73,,15,1,4,2,17,,21,,,2,,,1,,,,1,,,1,1,,
2018,2017-18,11,Barron,4557,Prairie Farm Public,2018,33,31,2,21,,5,,1,2,,,4,,,2,,,,,,,1,1,,2,,,
2018,2017-18,1,Milwaukee,8131,Escuela Verde,2018,24,17,7,6,,2,,2,,,,,,,,,,,,,,,,,,,,
2019,2018-19,6,Dodge,2625,Hustisford,2019,43,41,2,23,,2,,2,1,2,,13,,,1,,,,,,,,,,,,,
2017,2016-17,11,Polk,3213,Luck,2017,32,31,1,23,,3,2,1,3,4,,5,1,,,,,,,,,,1,,2,,,
2018,2017-18,12,Ashland,170,Ashland,2018,185,177,8,94,,22,2,6,8,7,,8,,,3,,,,,,1,1,1,,4,1,,1
2020,2019-20,11,Dunn,637,Boyceville Community,2020,42,40,2,23,,10,1,1,,3,,4,,,,,,,,,,,,,,,,
2021,2020-21,9,Marathon,5628,Stratford,2021,87,87,,50,,13,1,4,,4,,26,1,,,,,,,,,,,,,1,,
2019,2018-19,2,Walworth,1380,Delavan-Darien,2019,189,181,8,95,,19,2,2,12,3,,35,1,,3,,,1,,,2,,,,3,,,1
2018,2017-18,5,Portage,5607,Stevens Point Area Public,2018,546,509,37,365,,49,2,13,34,22,,135,,1,7,,,13,,3,2,6,5,,10,2,,2
2020,2019-20,6,Washington,2800,Kewaskum,2020,163,153,10,78,,18,,7,2,5,,28,,,,,,1,,1,,1,,,2,1,,
2019,2018-19,6,Washington,2436,Hartford UHS,2019,344,322,22,222,,45,,26,8,5,,72,1,,15,,,4,,1,5,2,4,,7,5,,1
2019,2018-19,1,Kenosha,2793,Kenosha,2019,1746,1531,215,1033,,224,14,71,65,44,,278,3,2,13,,,13,,5,21,14,9,5,50,25,,3
2018,2017-18,4,Jackson,91,Alma Center,2018,47,45,2,22,,6,,,6,1,,6,,,,,,,,,,,,,,,,
2017,2016-17,9,Price,4571,Prentice,2017,24,24,,24,,9,1,3,3,,,3,1,,,,,,,,,,,1,1,,,
2020,2019-20,10,Clark,7,Abbotsford,2020,42,41,1,34,,16,,,3,,,9,,,,,,1,,,,,,,,,,
2021,2020-21,12,Ashland,840,Butternut,2021,16,14,2,7,,5,,,,,,1,1,,,,,,,,,,,,,,,
2020,2019-20,7,Sheboygan,2605,Howards Grove,2020,70,68,2,53,,10,1,4,3,3,,24,,,,,,2,,,,,,1,2,,,
2019,2018-19,1,Milwaukee,5355,Shorewood,2019,177,176,1,132,,9,3,8,4,12,,37,,2,,,,4,,2,,7,3,,20,,,1
2018,2017-18,3,Grant,4529,Potosi,2018,34,33,1,19,,2,1,,4,,,8,,,1,,,1,,,,,,,,,,
2018,2017-18,8,Shawano,602,Bonduel,2018,85,78,7,55,,20,,5,7,3,,5,,,2,,,2,,,1,1,1,,,1,,
2018,2017-18,5,Columbia,4501,Portage Community,2018,220,201,19,135,,25,1,7,15,6,,42,,1,5,,,,,,3,2,2,1,3,5,,
2017,2016-17,11,Burnett,6293,Webster,2017,50,40,10,28,,2,3,,3,1,,10,,,2,,,,,1,,,,,,,,
2018,2017-18,5,Columbia,1736,Fall River,2018,31,31,,13,,5,,1,,,,5,,,,,,,,,,,,,1,,,
2018,2017-18,7,Brown,6734,Wrightstown Community,2018,125,121,4,88,,20,,6,15,5,,19,,,2,,,,,1,5,1,2,,,1,,1
2018,2017-18,7,Outagamie,5138,Seymour Community,2018,174,161,13,130,,30,1,9,15,6,,38,,,2,,,1,,,2,1,1,,2,1,,
2021,2020-21,1,Ozaukee,2217,Grafton,2021,184,180,4,128,,19,,19,,25,,46,,,1,,,,,,1,1,,1,12,,,
2021,2020-21,1,Milwaukee,6300,West Allis-West Milwaukee,2021,638,565,73,237,,62,4,46,1,22,,68,1,2,1,,,2,,1,2,,,,11,1,,
2017,2016-17,3,Lafayette,5362,Shullsburg,2017,31,29,2,12,,3,,,2,,,6,,,,,,1,,,,,,,,,,
2017,2016-17,7,Sheboygan,1029,Cedar Grove-Belgium Area,2017,87,83,4,56,,17,1,3,6,1,,18,,,1,,,1,,,,,2,,2,,,
2020,2019-20,9,Marathon,4970,D C Everest Area,2020,398,381,17,285,,54,2,7,19,26,,140,,,6,,,2,,1,1,1,1,,8,3,,
2019,2018-19,12,Bayfield,6027,Washburn,2019,46,43,3,30,,6,2,1,,2,,6,1,,,,,,,,,,,,5,,,
2021,2020-21,1,Milwaukee,8106,Milwaukee Academy of Science,2021,42,36,6,20,,10,,1,,4,,4,,,,,,,,,,,,,,,,
2017,2016-17,5,Wood,4508,Port Edwards,2017,14,12,2,20,,6,,1,3,1,,4,,,1,,,,,2,,,1,,,1,,
2019,2018-19,2,Green,3934,New Glarus,2019,48,48,,38,,8,,,5,3,,12,,,,,,,,2,,1,,,2,,,1
2018,2017-18,6,Dodge,2576,Horicon,2018,56,53,3,33,,6,,1,1,,,14,,,2,,,,,1,1,,2,,1,,,
2017,2016-17,4,Buffalo,1155,Cochrane-Fountain City,2017,54,53,1,36,,2,5,1,3,3,,10,1,,,,,,,1,,,,1,2,,,
2019,2018-19,6,Waupaca,3955,New London,2019,175,163,12,97,,21,1,3,5,1,,35,1,,5,,,1,,,1,1,1,,3,2,,
2021,2020-21,7,Manitowoc,5824,Two Rivers Public,2021,109,98,11,44,,6,,3,1,5,,24,,,,,,,,,,,,,,1,,
2018,2017-18,2,Jefferson,1883,Fort Atkinson,2018,229,205,24,144,,37,1,7,7,9,,56,1,1,3,,,2,,1,2,1,2,,2,1,,
2020,2019-20,2,Rock,1134,Clinton Community,2020,85,83,2,51,,15,,,5,4,,16,,,,,,,,,1,,1,,2,,,
2018,2017-18,6,Waupaca,6384,Weyauwega-Fremont,2018,55,51,4,40,,7,,4,2,2,,16,,,1,,,,,,,,,,,1,,
2017,2016-17,2,Kenosha,5054,Central/Westosha UHS,2017,297,278,19,187,,30,3,9,9,15,,64,,1,1,,,4,,3,2,3,5,,9,2,,
2017,2016-17,11,Pepin,1499,Durand-Arkansaw,2017,68,66,2,58,,10,2,,3,7,,21,,,2,,,2,,1,1,1,2,,2,,,
2019,2018-19,11,Barron,1080,Chetek-Weyerhaeuser Area,2019,64,58,6,47,,9,,,,2,,13,,,5,,,,,1,,,1,,2,,,
2019,2018-19,3,Iowa,287,Barneveld,2019,18,18,,30,,3,,4,5,1,,15,,,,,,,,,,,,,,1,,
2018,2017-18,2,Rock,1134,Clinton Community,2018,91,85,6,65,,12,2,5,7,1,,18,,,,,,1,,,2,2,1,,1,4,1,
2020,2019-20,7,Brown,6734,Wrightstown Community,2020,125,117,8,95,,21,,9,3,10,,33,,,4,,,2,,1,,,1,,,2,,
2021,2020-21,9,Lincoln,3500,Merrill Area,2021,232,215,17,117,,48,2,9,4,3,,44,,,,,,,,,,,,,5,,,
2019,2018-19,10,Chippewa,870,Cadott Community,2019,62,54,8,45,,20,,,4,1,,5,,,,,,,,,,,,,,1,,
2018,2017-18,8,Langlade,6440,White Lake,2018,16,15,1,6,,3,,1,,,,,1,,,,,,,,,,,,,,,
2017,2016-17,9,Oneida,3647,Lakeland UHS,2017,174,163,11,128,,36,,10,13,7,,29,1,,3,,,2,,1,3,,,,7,2,,
2017,2016-17,10,Chippewa,870,Cadott Community,2017,59,56,3,45,,15,,,5,2,,12,,,1,,,1,,,,,,,,,,
2021,2020-21,10,Trempealeau,1600,Eleva-Strum,2021,41,41,,34,,18,1,1,,4,,7,,,,,,,,,,,,,1,,,
2018,2017-18,3,Sauk,6354,Weston,2018,22,21,1,16,,6,,,3,,,3,,,,,,,,,,,1,,,,,
2019,2018-19,3,Richland,4851,Richland,2019,94,79,15,48,,21,,2,3,1,,8,,,6,,,,,,,1,1,,,2,,
2017,2016-17,5,Portage,126,Tomorrow River,2017,73,73,,57,,18,1,,6,,,24,,,,,,,,,2,,,,,1,,
2021,2020-21,1,Milwaukee,5439,South Milwaukee,2021,275,250,25,144,,36,3,15,2,13,,60,,,,,,,,1,2,,,,4,1,,
2019,2018-19,5,Juneau,3871,Necedah Area,2019,44,41,3,29,,8,,,4,1,,8,,,2,,,,,1,,,,,,1,,
2017,2016-17,3,Lafayette,490,Pecatonica Area,2017,44,43,1,24,,6,,,2,1,,11,,,,,,,,,,,,,,,,
2019,2018-19,1,Waukesha,3925,New Berlin,2019,368,360,8,350,,25,2,34,15,26,,144,,3,17,,,5,,3,11,2,1,,23,8,,
2018,2017-18,7,Kewaunee,70,Algoma,2018,64,55,9,49,,14,,1,5,2,,16,1,,1,,,1,,,1,1,,,2,,,
2020,2019-20,8,Oconto,4074,Oconto Falls Public,2020,134,127,7,69,,21,,7,4,1,,26,,,,,,,,,,,,,3,1,,
2019,2018-19,1,Waukesha,6174,Waukesha,2019,1173,1043,130,688,,114,2,61,35,44,,198,3,3,41,,,7,,2,7,11,9,1,37,17,,1
2019,2018-19,1,Waukesha,4312,Pewaukee,2019,205,198,7,171,,17,,20,6,13,,65,,,9,,,4,,1,1,2,2,,15,2,,1
2017,2016-17,8,Marinette,3311,Marinette,2017,172,148,24,85,,30,,3,11,1,,22,,,1,,,,,,,1,1,,2,2,,
2017,2016-17,11,Dunn,1176,Colfax,2017,43,39,4,44,,14,1,,5,4,,9,,,,,,1,,,,1,,,1,,,
2017,2016-17,5,Wood,4368,Pittsville,2017,41,37,4,37,,14,,1,2,,,13,,,1,,,1,,,,,,,,1,,
2020,2019-20,8,Oconto,4067,Oconto Unified,2020,72,67,5,48,,12,,1,6,2,,16,,,,,,,,,,3,,,1,,,
2021,2020-21,6,Waupaca,6384,Weyauwega-Fremont,2021,58,58,,36,,15,1,3,1,1,,12,,,,,,,,,1,,1,,1,,,
2017,2016-17,2,Rock,1568,Edgerton,2017,125,121,4,83,,17,2,2,6,2,1,36,2,,1,,,,,,,,1,,2,1,,
2018,2017-18,8,Forest,2940,Laona,2018,22,21,1,13,,4,,1,3,,,1,,,,,,,,,,,2,,,1,,
2019,2018-19,2,Kenosha,6545,Wilmot UHS,2019,273,255,18,147,,21,2,8,12,7,,55,3,1,2,,,3,,2,2,1,,,5,5,,1
2018,2017-18,11,Dunn,637,Boyceville Community,2018,63,60,3,36,,13,,,3,2,,5,,,1,,,,,,,,1,,3,,,1
2020,2019-20,2,Racine,6083,Waterford UHS,2020,268,261,7,183,,25,2,19,7,14,,76,1,,2,,,8,,1,2,3,1,,9,4,,
2019,2018-19,1,Milwaukee,6470,Whitnall,2019,212,206,6,161,,26,,22,8,3,,66,,,5,,,8,,1,4,1,,,3,3,,
2018,2017-18,10,Clark,4207,Owen-Withee,2018,37,36,1,17,,6,,,1,,,6,,,1,,,,,,,,,,,,,
2020,2019-20,4,La Crosse,6370,West Salem,2020,122,118,4,91,,27,2,7,3,7,,26,1,,4,,,,,,,1,3,,5,,,
2017,2016-17,2,Green,2737,Juda,2017,22,21,1,14,,4,,1,,,,6,,,,,,,,,,,,,1,,,
2018,2017-18,9,Marathon,4970,D C Everest Area,2018,425,400,25,279,,62,3,5,48,11,,79,,,7,,,4,,1,3,2,1,,9,4,,
2017,2016-17,7,Manitowoc,3661,Mishicot,2017,56,55,1,42,,18,,5,8,,,6,,,1,,,1,,,,,,,,,,
2018,2017-18,6,Fond du Lac,1862,Fond du Lac,2018,547,494,53,298,,59,1,8,30,11,,90,,,21,,,5,,3,3,3,6,,6,6,,1
2020,2019-20,2,Dane,896,Cambridge,2020,57,56,1,48,,10,1,,1,4,,27,,,1,,,,,,1,,1,,1,1,,
2019,2018-19,7,Brown,1414,De Pere,2019,323,311,12,260,,36,1,11,17,23,,100,,,8,,,3,,2,8,4,1,1,14,9,,
2019,2018-19,1,Milwaukee,8131,Escuela Verde,2019,38,33,5,12,,2,,2,1,,,3,,1,,,,,,,,,,,,1,,
2017,2016-17,1,Ozaukee,3479,Mequon-Thiensville,2017,332,328,4,285,,15,1,16,13,45,,108,,4,1,,,5,,5,6,4,1,1,33,3,,1
2019,2018-19,9,Marathon,1561,Edgar,2019,49,46,3,24,,5,,,3,1,,10,,,,,,,,,1,,1,,2,,,
2019,2018-19,7,Sheboygan,1029,Cedar Grove-Belgium Area,2019,86,84,2,54,,6,,3,9,1,1,20,,,1,,,,,1,1,,2,,3,2,,
2017,2016-17,7,Brown,4613,Pulaski Community,2017,253,248,5,187,,46,,17,19,8,,59,,,,,,1,,,6,,4,,3,2,,
2020,2019-20,5,Portage,126,Tomorrow River,2020,72,70,2,67,,17,,3,4,6,,31,,,1,,,1,,,,,,,,4,,
2017,2016-17,1,Racine,4620,Racine Unified,2017,1451,1087,364,738,,116,13,40,60,22,,241,3,3,5,,,11,,6,11,7,7,3,20,6,,1
2021,2020-21,2,Dane,3549,Middleton-Cross Plains Area,2021,574,555,19,371,,74,4,20,3,56,,143,,,,,,2,,,,1,1,,54,1,,1
2020,2019-20,5,Wood,203,Auburndale,2020,61,59,2,43,,14,,,3,1,,21,,,,,,,,,,,,,,,,
2018,2017-18,2,Dane,3549,Middleton-Cross Plains Area,2018,508,481,27,442,,54,4,11,36,41,,161,,1,8,,,13,,8,5,6,7,2,49,3,,2
2018,2017-18,8,Waupaca,3318,Marion,2018,34,30,4,22,,8,,,5,,,5,,,,,,,,,,,,,,,,
2020,2019-20,5,Columbia,4865,Rio Community,2020,27,27,,17,,2,,4,2,,,4,,,,,,,,,1,,1,,,1,,
2021,2020-21,5,Sauk,4753,Reedsburg,2021,208,190,18,103,,19,,3,3,25,,48,,,,,,,,,,,,,3,,,
2017,2016-17,6,Dodge,2744,Dodgeland,2017,71,69,2,33,,15,,,4,2,,7,,,1,,,,,,1,,,,1,1,,
2017,2016-17,2,Green,3934,New Glarus,2017,67,66,1,52,,11,,5,7,5,,17,,1,1,,,,,,1,1,,,,1,,
2018,2017-18,1,Kenosha,2793,Kenosha,2018,1743,1556,187,1066,,205,11,54,86,45,,292,4,4,23,,,8,,7,9,15,25,8,30,25,,6
2021,2020-21,3,Grant,2485,Southwestern Wisconsin,2021,40,40,,33,,7,6,,,1,,15,,,1,,,,,,,,,,2,,,
2017,2016-17,6,Winnebago,3430,Menasha Joint,2017,231,206,25,102,,32,1,4,9,1,,22,,1,,,,1,,,2,3,,1,2,1,,
2021,2020-21,11,Barron,1260,Cumberland,2021,95,93,2,30,,9,1,,,7,,11,,,,,,,,,,,,,1,,,
2020,2019-20,5,Juneau,3871,Necedah Area,2020,58,49,9,26,,7,,1,1,1,,8,,,,,,2,,,1,,1,,,1,,
2017,2016-17,8,Marinette,4263,Beecher-Dunbar-Pembine,2017,14,13,1,10,,1,2,2,,,,4,,,,,,,,,1,,,,,,,
2021,2020-21,2,Dane,3675,Monona Grove,2021,256,246,10,146,,41,1,6,,10,,70,,,,,,,,,,,,,11,2,,
2019,2018-19,7,Sheboygan,2842,Kohler,2019,45,45,,51,,2,,4,7,6,,15,,1,1,,,1,,,,,2,1,9,,,
2017,2016-17,10,Clark,3899,Neillsville,2017,71,69,2,44,,16,,,3,,,12,,,1,,,,,1,,,,,3,,,
2017,2016-17,2,Rock,1694,Evansville Community,2017,137,133,4,86,,21,2,6,5,4,,33,,,1,,,,,,,2,1,,1,2,,
2017,2016-17,3,Grant,2485,Southwestern Wisconsin,2017,38,37,1,32,,8,1,,1,2,,7,2,,2,,,,,1,,2,1,,2,,,
2021,2020-21,3,Grant,609,Boscobel Area,2021,56,53,3,30,,11,,1,1,2,,14,,,,,,,,,,,,,1,,,
2021,2020-21,5,Dodge,4634,Randolph,2021,44,42,2,27,,8,,7,,1,,10,,,,,,,,,,1,,,,,,
2018,2017-18,2,Jefferson,6118,Waterloo,2018,64,59,5,51,,12,,3,5,1,,19,,,,,,2,,,,1,2,,1,1,,
2017,2016-17,8,Waupaca,1141,Clintonville,2017,127,95,32,83,,18,1,4,10,6,,18,,,1,,,2,,,1,1,,,2,3,,1
2019,2018-19,6,Winnebago,3892,Neenah Joint,2019,527,486,41,327,,44,2,16,24,26,,104,1,1,33,,,4,,4,4,,1,,18,6,,
2018,2017-18,5,Waushara,6475,Wild Rose,2018,38,38,,34,,5,,2,3,1,,15,,,,,,1,,,,1,,,1,1,,
2021,2020-21,8,Shawano,6692,Wittenberg-Birnamwood,2021,84,78,6,38,,13,,4,4,,,16,,,1,,,,,,,,,,,,,
2021,2020-21,7,Calumet,658,Brillion,2021,84,78,6,30,,8,,1,2,4,,9,,,,,,,,,,,,,3,,,
2019,2018-19,10,Clark,2226,Granton Area,2019,16,14,2,6,,3,,,,,,2,,,,,,1,,,,,,,,,,
2019,2018-19,7,Sheboygan,1631,Elkhart Lake-Glenbeulah,2019,35,35,,20,,3,,2,3,2,,7,,,,,,1,,,,,,1,,,,
2019,2018-19,8,Oconto,2128,Gillett,2019,30,28,2,27,,11,,1,2,1,,4,,,2,,,1,,,1,,,,,2,,
2020,2019-20,6,Outagamie,1953,Freedom Area,2020,121,119,2,101,,18,,16,2,10,,35,,,1,,,4,,,2,1,,,3,,,
2019,2018-19,7,Manitowoc,2828,Kiel Area,2019,109,108,1,79,,21,1,9,8,2,,23,,2,1,,,1,,,,3,,,,,,
2020,2019-20,5,Waushara,4375,Tri-County Area,2020,34,34,,27,,11,,1,2,1,,6,,,,,,,,,,,,,1,,,
2020,2019-20,2,Jefferson,2702,Jefferson,2020,178,166,12,82,,26,,5,4,3,,33,,,,,,,,,,,,,,2,,
2018,2017-18,10,Chippewa,1092,Chippewa Falls Area Unified,2018,341,290,51,231,,59,2,3,28,16,,57,,1,2,,,4,,1,1,5,3,,8,2,,
2018,2017-18,12,Douglas,5663,Superior,2018,325,278,47,206,,7,20,,11,19,,54,6,1,4,,,9,,11,,5,4,,11,,,4
2019,2018-19,1,Milwaukee,1253,Cudahy,2019,172,157,15,90,,28,,8,4,4,,16,1,,,,,,,1,2,,,,3,3,,1
2020,2019-20,6,Green Lake,434,Berlin Area,2020,134,122,12,68,,13,,7,2,4,,31,,,2,,,,,,2,,,,2,,,
2018,2017-18,1,Milwaukee,721,Brown Deer,2018,125,119,6,103,,19,,3,7,5,,33,1,,1,,,2,,,1,,2,,3,5,,
2018,2017-18,7,Brown,182,Ashwaubenon,2018,244,231,13,191,,34,1,12,30,10,,46,,,2,,,3,,2,4,3,2,,8,8,,
2018,2017-18,5,Wood,3906,Nekoosa,2018,91,84,7,65,,23,,4,5,2,,19,,,,,,,,1,2,,,,1,1,,
2019,2018-19,4,La Crosse,6370,West Salem,2019,117,114,3,96,,24,2,4,11,11,,28,,,2,,,2,,1,,1,,,1,3,1,
2019,2018-19,1,Milwaukee,4018,Oak Creek-Franklin Joint,2019,528,510,18,378,,54,1,36,27,17,,138,,,8,,1,5,,5,8,6,4,1,12,11,,1
2021,2020-21,12,Sawyer,6615,Winter,2021,20,18,2,10,,5,2,,,,,2,,,1,,,,,,,,,,,,,
2020,2019-20,4,Trempealeau,6426,Whitehall,2020,49,48,1,34,,18,,,1,1,,10,,,1,,,,,,,1,,,1,,,
2017,2016-17,10,Taylor,2135,Gilman,2017,28,24,4,24,,8,,,2,1,,8,,,1,,,,,,1,,1,,,,,
2017,2016-17,10,Eau Claire,112,Altoona,2017,110,101,9,73,,18,1,1,6,5,,24,,,4,1,,2,,,,,,,7,,,
2019,2018-19,6,Outagamie,2758,Kaukauna Area,2019,295,280,15,201,,39,1,17,11,18,,61,,1,14,,,6,,,1,2,1,,3,6,,
2020,2019-20,1,Milwaukee,8131,Escuela Verde,2020,26,19,7,17,,8,,6,,,,,,,,,,,,,,,,,,,,
2020,2019-20,10,Chippewa,497,Bloomer,2020,100,94,6,65,,24,,1,1,3,,21,,,2,,,3,,1,1,,,,1,,,
2017,2016-17,8,Oconto,4074,Oconto Falls Public,2017,132,126,6,92,,27,,16,8,3,,26,,,1,,,1,,1,1,,1,,,1,,1
2017,2016-17,7,Brown,1414,De Pere,2017,369,357,12,230,,31,,11,20,21,,90,,2,,,,9,,3,3,2,1,,12,4,,1
2017,2016-17,7,Door,5457,Southern Door County,2017,77,75,2,67,,19,,6,9,,,17,,1,,,,1,,,1,,1,,3,1,,
2020,2019-20,4,La Crosse,2849,La Crosse,2020,429,388,41,316,,103,4,10,15,28,,90,,1,2,,,4,,,3,2,4,,20,3,,
2020,2019-20,1,Waukesha,2450,Arrowhead UHS,2020,554,548,6,427,,29,,35,4,75,,181,,2,6,,,15,,4,4,7,1,1,36,7,,
2021,2020-21,6,Fond du Lac,4956,Rosendale-Brandon,2021,96,91,5,22,,3,,1,,4,,12,,,,,,,,,,,,,1,,,
2017,2016-17,11,Dunn,3444,Menomonie Area,2017,241,211,30,163,,27,4,1,5,14,,63,1,1,1,,,6,,,1,1,5,,8,2,,
2017,2016-17,12,Washburn,3654,Northwood,2017,20,20,,18,,3,,,4,1,,5,2,,,,,,,,,1,,,,,,
2020,2019-20,12,Sawyer,2478,Hayward Community,2020,147,130,17,73,,15,2,2,5,3,,29,,,,,,3,,,,,,,3,,,
